key	source	title	category	license	url
wetlands-law-a-course-source	Open Textbook Library	Wetlands Law: A Course Source - 4th Edition		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/547
fye-103-career-exploration	Open Textbook Library	FYE 103 Career Exploration - 2nd Edition		CC BY	https://open.umn.edu/opentextbooks/formats/3157
extended-readings-on-copyright	Open Textbook Library	Extended Readings on Copyright - 2022		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/3273
virgil-aeneid-4-1-299-latin-text-study-questions-commentary-and-interpretative-essays	Open Textbook Library	Virgil, Aeneid, 4.1-299. Latin Text, Study Questions, Commentary and Interpretative Essays		CC BY	https://open.umn.edu/opentextbooks/formats/708
permaculture-design-tools-for-climate-resilience-milison	Open Textbook Library	Permaculture Design: Tools for Climate Resilience		CC BY-NC	https://open.umn.edu/opentextbooks/formats/1538
history-and-science-of-cultivated-plants	Open Textbook Library	History and Science of Cultivated Plants		CC BY-NC	https://open.umn.edu/opentextbooks/formats/2497
cataloging-with-marc-rda-and-classification-systems	Open Textbook Library	Cataloging with MARC, RDA, and Classification Systems		CC BY-NC	https://open.umn.edu/opentextbooks/formats/3693
beginning-korean-1	Open Textbook Library	Beginning Korean 1		CC BY-NC	https://open.umn.edu/opentextbooks/formats/2991
laboratory-manual-general-chemistry-i-honors	Open Textbook Library	Laboratory Manual: General Chemistry I Honors - First Edition		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/3662
customer-centric-strategy	Open Textbook Library	Customer Centric Strategy		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/3022
principles-of-accounting-volume-1-financial-accounting	Open Textbook Library	Principles of Accounting Volume 1 Financial Accounting		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1200
discrete-mathematics-an-open-introduction	Open Textbook Library	Discrete Mathematics: An Open Introduction - 3rd Edition		CC BY-SA	https://open.umn.edu/opentextbooks/formats/477
classical-sociological-theory-and-foundations-of-american-sociology-hurst	Open Textbook Library	Classical Sociological Theory and Foundations of American Sociology		CC BY-SA	https://open.umn.edu/opentextbooks/formats/1504
informed-arguments-a-guide-to-writing-and-research	Open Textbook Library	Informed Arguments: A Guide to Writing and Research - Revised Second Edition		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/2797
religion-in-the-law-an-open-access-casebook	Open Textbook Library	Religion in the Law: An Open Access Casebook - First Edition		CC BY-SA	https://open.umn.edu/opentextbooks/formats/2597
health-case-studies	Open Textbook Library	Health Case Studies		CC BY-SA	https://open.umn.edu/opentextbooks/formats/1661
american-government-and-politics-in-the-information-age	Open Textbook Library	American Government and Politics in the Information Age		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/531
sustainability-a-comprehensive-foundation	Open Textbook Library	Sustainability: A Comprehensive Foundation		CC BY	https://open.umn.edu/opentextbooks/formats/1742
international-economics-theory-and-policy	Open Textbook Library	International Economics: Theory and Policy		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/312
manual-de-redaccion	Open Textbook Library	Manual de Redacción		CC BY-NC	https://open.umn.edu/opentextbooks/formats/3010
advanced-problems-in-mathematics-preparing-for-university	Open Textbook Library	Advanced Problems in Mathematics: Preparing for University		CC BY	https://open.umn.edu/opentextbooks/formats/699
american-contract-law-for-a-global-age	Open Textbook Library	American Contract Law for a Global Age		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/997
british-literature-i-anthology-from-the-middle-ages-to-neoclassicism-and-the-eighteenth-century	Open Textbook Library	British Literature I Anthology: From the Middle Ages to Neoclassicism and the Eighteenth Century		CC BY-SA	https://open.umn.edu/opentextbooks/formats/1100
inanimate-life	Open Textbook Library	Inanimate Life		CC BY-SA	https://open.umn.edu/opentextbooks/formats/2510
phylogenetic-comparative-methods	Open Textbook Library	Phylogenetic Comparative Methods		CC BY	https://open.umn.edu/opentextbooks/formats/1191
project-management-for-instructional-designers	Open Textbook Library	Project Management for Instructional Designers		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/509
mental-health-is-a-verb-a-pocket-guide-to-mental-health-for-nursing-students	Open Textbook Library	Mental Health is a Verb: A Pocket Guide to Mental Health for Nursing Students		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/3312
building-maintenance-construction-tools-and-maintenance-tasks	Open Textbook Library	Building Maintenance & Construction: Tools and Maintenance Tasks		CC BY	https://open.umn.edu/opentextbooks/formats/1040
aerodynamics-and-aircraft-performance	Open Textbook Library	Aerodynamics and Aircraft Performance - 3rd edition		CC BY	https://open.umn.edu/opentextbooks/formats/2531
the-economics-of-food-and-agricultural-markets	Open Textbook Library	The Economics of Food and Agricultural Markets - 2nd Edition		CC BY-NC	https://open.umn.edu/opentextbooks/formats/645
anatomy-and-physiology-2-lab-manual	Open Textbook Library	Anatomy and Physiology 2 Lab Manual		CC BY	https://open.umn.edu/opentextbooks/formats/3004
chapeau-first-year-french	Open Textbook Library	Chapeau! First-Year French		CC BY-NC	https://open.umn.edu/opentextbooks/formats/1030
land-use	Open Textbook Library	Land Use		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/594
federal-rules-of-appellate-procedure	Open Textbook Library	Federal Rules of Appellate Procedure		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/593
citoyen-ne-s-conversation-en-francais	Open Textbook Library	CITOYEN.NE.S: Conversation en Français		CC BY-NC	https://open.umn.edu/opentextbooks/formats/2652
introduction-to-women-s-gender-studies	Open Textbook Library	Introduction to Women’s & Gender Studies - First Edition		CC BY-SA	https://open.umn.edu/opentextbooks/formats/3666
the-centrality-of-style	Open Textbook Library	The Centrality of Style		CC BY-NC-ND	https://open.umn.edu/opentextbooks/formats/831
foundations-of-neuroscience	Open Textbook Library	Foundations of Neuroscience		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/2480
world-history-volume-1-to-1500	Open Textbook Library	World History Volume 1: to 1500		CC BY	https://open.umn.edu/opentextbooks/formats/3569
the-emergence-of-irish-gothic-fiction-histories-origins-theories	Open Textbook Library	The Emergence of Irish Gothic Fiction - Histories, Origins, Theories?		CC BY-NC	https://open.umn.edu/opentextbooks/formats/451
coastal-dynamics	Open Textbook Library	Coastal Dynamics		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/2358
trigonometry-2014	Open Textbook Library	Trigonometry		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1038
korean-through-folktales	Open Textbook Library	Korean Through Folktales		CC BY-NC	https://open.umn.edu/opentextbooks/formats/746
unmanned-aircraft-systems-in-the-cyber-domain-second-edition-nichols	Open Textbook Library	Unmanned Aircraft Systems in the Cyber Domain - Second Edition		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1501
wac-partnerships-between-secondary-and-postsecondary-institutions	Open Textbook Library	WAC Partnerships Between Secondary and Postsecondary Institutions		CC BY-NC-ND	https://open.umn.edu/opentextbooks/formats/835
working-with-academic-literacies-case-studies-towards-transformative-practice	Open Textbook Library	Working With Academic Literacies: Case Studies Towards Transformative Practice		CC BY-NC-ND	https://open.umn.edu/opentextbooks/formats/837
social-science-research-principles-methods-and-practices	Open Textbook Library	Social Science Research: Principles, Methods, and Practices		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/103
psychology	Open Textbook Library	Psychology - 2e		CC BY	https://open.umn.edu/opentextbooks/formats/156
introduction-to-earth-science	Open Textbook Library	Introduction to Earth Science		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/3297
foundational-sight-singing	Open Textbook Library	Foundational Sight Singing		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/3217
computer-networks-a-systems-approach	Open Textbook Library	Computer Networks: A Systems Approach		CC BY	https://open.umn.edu/opentextbooks/formats/1319
veterinary-preventive-medicine	Open Textbook Library	Veterinary Preventive Medicine		CC BY-NC	https://open.umn.edu/opentextbooks/formats/2811
the-american-journalism-handbook-concepts-issues-and-skills	Open Textbook Library	The American Journalism Handbook: Concepts, Issues, and Skills - 1st Ed.		CC BY-NC	https://open.umn.edu/opentextbooks/formats/3057
a-gentle-introduction-to-the-art-of-mathematics-177	Open Textbook Library	A Gentle Introduction to the Art of Mathematics		Free Documentation License (GNU)	https://open.umn.edu/opentextbooks/formats/325
introduction-to-biosystems-engineering	Open Textbook Library	Introduction to Biosystems Engineering		CC BY	https://open.umn.edu/opentextbooks/formats/2366
common-client-issues-in-counselling-an-australian-perspective	Open Textbook Library	Common Client Issues in Counselling: An Australian Perspective		CC BY-NC	https://open.umn.edu/opentextbooks/formats/3460
parenting-and-family-diversity-issues	Open Textbook Library	Parenting and Family Diversity Issues		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1802
preadvanced-japanese	Open Textbook Library	Preadvanced Japanese		CC BY-NC	https://open.umn.edu/opentextbooks/formats/169
first-semester-in-numerical-analysis-with-python	Open Textbook Library	First Semester in Numerical Analysis with Python		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1827
sales-and-leases-a-problem-based-approach	Open Textbook Library	Sales and Leases: A Problem-based Approach		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/387
critical-thinking-in-academic-research	Open Textbook Library	Critical Thinking in Academic Research - Second Edition		CC BY-SA	https://open.umn.edu/opentextbooks/formats/2978
statistics-for-research-students	Open Textbook Library	Statistics for Research Students		CC BY	https://open.umn.edu/opentextbooks/formats/2981
introduction-to-social-media	Open Textbook Library	Introduction to Social Media		CC BY	https://open.umn.edu/opentextbooks/formats/3015
guide-to-italian-art-in-the-1300s	Open Textbook Library	Guide to Italian art in the 1300s		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/2409
ancient-greek-i-a-21st-century-approach	Open Textbook Library	Ancient Greek I: A 21st Century Approach		CC BY	https://open.umn.edu/opentextbooks/formats/2723
red-seal-landscape-horticulturist-identify-plants-and-plant-requirements	Open Textbook Library	Red Seal Landscape Horticulturist Identify Plants and Plant Requirements		CC BY	https://open.umn.edu/opentextbooks/formats/1773
legal-aspects-of-marketing-and-sales	Open Textbook Library	Legal Aspects of Marketing and Sales		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/324
business-writing-style-guide	Open Textbook Library	Business Writing Style Guide		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/2325
the-information-literacy-user-s-guide-an-open-online-textbook	Open Textbook Library	The Information Literacy User's Guide: An Open, Online Textbook		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/179
introduction-to-psychology	Open Textbook Library	Introduction to Psychology		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1684
veterinary-histology	Open Textbook Library	Veterinary Histology		CC BY-NC	https://open.umn.edu/opentextbooks/formats/1079
the-little-book-of-semaphores	Open Textbook Library	The Little Book of Semaphores		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/343
calculus-survey-for-enivronmental-science-majors-seacrest	Open Textbook Library	Informal Calculus with Applications to Biological and Environmental Sciences		CC BY	https://open.umn.edu/opentextbooks/formats/2553
mastering-strategic-management	Open Textbook Library	Strategic Management		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1697
opening-eyes-onto-inclusion-and-diversity	Open Textbook Library	Opening Eyes onto Inclusion and Diversity		CC BY-NC	https://open.umn.edu/opentextbooks/formats/2967
lifespan-development-a-psychological-perspective	Open Textbook Library	Lifespan Development: A Psychological Perspective - Second Edition		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/804
soils-laboratory-manual-k-state-edition	Open Textbook Library	Soils Laboratory Manual - K-State Edition		CC BY	https://open.umn.edu/opentextbooks/formats/1378
steps-to-success-crossing-the-bridge-between-literacy-research-and-practice	Open Textbook Library	Steps to Success: Crossing the Bridge Between Literacy Research and Practice		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/221
applied-discrete-structures	Open Textbook Library	Applied Discrete Structures		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/648
impact-of-materials-on-society	Open Textbook Library	Impact of Materials on Society		CC BY-NC	https://open.umn.edu/opentextbooks/formats/2620
liquidity-markets-and-trading-in-action	Open Textbook Library	Liquidity, Markets and Trading in Action		CC BY	https://open.umn.edu/opentextbooks/formats/2697
yo-puedo-segundos-pasos	Open Textbook Library	Yo puedo: segundos pasos		CC BY-NC	https://open.umn.edu/opentextbooks/formats/2516
spanish-i-beginning-spanish-language-and-culture	Open Textbook Library	Spanish I: Beginning Spanish Language and Culture		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1820
the-primacy-of-the-public	Open Textbook Library	The Primacy of the Public		CC BY-NC	https://open.umn.edu/opentextbooks/formats/2672
